Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Hong Kong SAR, China",HKG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
Honduras,HND,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,47.05332816,40.96084535,39.5144105,37.62058914,35.01092196,38.02968562,40.51079452,40.8809334,38.49128187,44.36181486,42.38075912,44.2796886,39.12748098,37.90688515,38.88805807,38.54936659,41.35160148,40.09057581
Heavily indebted poor countries (HIPC),HPC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,28.51860984,31.58345906,29.45639196,29.03814916,28.45579202,29.67851331,28.30185695,27.87428316,26.24710404,27.81457302,26.45665703,26.23835668,26.4438502,25.74409433,26.75779178,28.8062082,28.72191124,28.02834954
Croatia,HRV,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,85.02520919,82.19972849,79.01169062,81.33018613,79.81883883,84.9888742,84.65945125,86.43176556,83.83042812,82.83022642,83.40902328,81.97130561,82.65220523,85.05267501,84.03981924,83.09547305,82.76351094,82.82710314
Haiti,HTI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,21.82013094,19.38976794,14.24369812,14.61649835,17.09963381,17.65004247,8.321028948,21.72797173,22.15389162,22.33143002,17.86717772,7.132504135,8.222392946,11.58277094,10.36076099,11.05177701,11.01947874,11.85619384
Hungary,HUN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,68.84632111,66.90215468,69.24012303,69.98189092,69.624722,70.15788555,70.35378814,67.78857708,67.74672866,67.98168421,66.62557125,66.21702313,64.84032869,66.20976329,66.72170758,67.7852869,67.68405437,68.73710752
IBRD only,IBD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,42.0256604,42.11576088,42.3311732,43.29176593,44.24485741,44.72957681,46.80796711,48.09765985,50.10208278,51.08570572,51.22687262,52.29912342,53.1220872,53.75505675,54.29312959,55.05466414,53.89114786,53.45925586
IDA & IBRD total,IBT,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,41.41040486,41.61529856,41.71159011,42.31529532,43.30826813,43.7400274,45.49870464,46.76601133,48.64533309,49.64700819,49.77545975,50.89039409,51.72457915,52.22465594,52.67403166,53.41188888,52.34550201,52.04909373
IDA total,IDA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,30.24117462,32.27411125,31.22637297,27.71070796,29.22247743,28.89000132,26.44300386,26.63280689,25.39247179,25.894138,24.8796795,25.24716471,26.26348221,24.70680937,24.84027146,26.49798759,26.42802761,26.60851307
IDA blend,IDB,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,31.22317399,33.5482408,32.35542207,24.54916187,29.15921337,27.447773,23.63739923,24.39998455,23.6038694,23.72783829,23.24546459,25.29579749,26.7916358,25.38335408,25.11316389,27.87100873,27.75104626,29.02414791
Indonesia,IDN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,28.69237959,35.48523486,33.16325545,35.53797305,34.49432552,28.33224237,31.09416664,35.418576,34.36326385,34.32635069,25.7189095,27.08187997,30.03822863,31.29010499,34.52715278,40.27493,44.82709765,48.37318659
IDA only,IDX,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,29.60242013,31.457161,30.54794149,30.09524054,29.268619,30.001387,28.73433135,28.35871004,26.74500136,27.35759161,26.08266569,25.21156307,25.84396249,24.14748784,24.60793817,25.40661135,25.40375382,24.87798613
Isle of Man,IMN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
India,IND,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,20.68014294,18.87691319,18.1644246,18.71640384,17.98241287,20.12672722,20.50615996,20.89888602,22.62734622,25.61020553,26.20631456,28.87308598,27.9894799,23.07121903,23.66404235,25.64012706,26.83841288,27.13201344
Not classified,INX,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
Ireland,IRL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,77.51496434,78.4391284,78.99171114,78.76361609,78.91691327,78.86828184,77.82578468,79.23385501,79.32193279,77.07220912,76.1782527,72.34369516,72.07443714,71.18582129,71.01529241,72.02428579,72.47971892,73.29242826
"Iran, Islamic Rep.",IRN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,37.70975173,38.26736212,39.26384747,39.4063592,36.43324077,36.87052727,41.67720377,39.82687593,37.07770705,36.65221035,32.35678971,33.35728943,34.30973291,38.49140406,50.37258267,52.08297372,50.61007738,51.24730468
Iraq,IRQ,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,45.33375502,70.92874646,69.72826719,66.41515493,65.59612751,78.44077349,77.58358121,73.87698889,74.83476996,37.50225902,40.65943658,37.09842861,23.23992103,21.53607756,41.86053574
Iceland,ISL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,80.57293296,80.52631617,81.43343925,81.66592121,81.20967746,81.36404753,81.9537878,82.51373172,82.59650469,81.9816649,80.42772412,80.05615473,79.93397117,80.24269938,80.49941063,80.82249761,81.51008487,81.82857037
Israel,ISR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,63.10085058,62.68158555,64.01109695,62.51268387,61.77766919,59.93183255,62.321347,60.59378982,61.28447056,61.21596098,62.80176044,62.58883476,62.60700822,63.4185791,63.17224503,63.48203421,63.53509426,63.62507343
Italy,ITA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,72.63814807,74.62193966,74.95858073,75.33364892,76.24400258,77.48857737,77.75046825,77.48770714,77.67528892,78.30511928,78.45359445,77.01278329,76.13316178,76.05674863,75.64557195,74.59222674,74.62533116,73.8973856
Jamaica,JAM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,55.25054932,45.5170989,56.9108963,50.18900037,60.4798317,51.71373487,57.44590759,53.64603996,55.06036282,60.62361598,60.74569225,60.88925004,57.11992383,61.60866618,58.08797479,63.31186891,64.03011084,64.69824314
Jordan,JOR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,44.98269856,45.62798142,47.40853608,46.58573568,39.31506872,51.70670152,51.27906799,56.70307875,60.51282287,67.08151698,66.70902371,67.44730473,64.40774202,61.55162454,64.47507739,53.54001522,49.3116796,44.80053782
Japan,JPN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,80.4305315,80.96407652,80.75297475,79.96380925,80.27420044,81.16796017,80.32153249,81.24928474,81.17061853,81.29418492,81.92724586,83.74062181,83.9306891,84.26091075,84.1178596,84.08298492,84.03720856,84.09251571
Kazakhstan,KAZ,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,50.94763637,56.64601326,53.49621177,54.80549932,58.24764967,64.90694284,68.0919528,66.27426744,74.31517243,75.90641379,68.19053292,69.84764934,67.65701771,64.73010778,68.97644401,63.252002,59.93401408,62.08114624
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,28.59481871,29.14030552,30.28203547,28.79448831,26.49244368,27.89969146,24.83134121,25.95243454,27.07579434,27.88091004,28.96219492,30.86547256,32.40784407,33.68307054,37.40696609,40.38046002,42.80955195,42.73926914
Kyrgyz Republic,KGZ,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,48.35355282,46.83544338,48.3386308,38.91858757,37.67674565,50.99052191,50.67200065,44.50760782,44.3803072,50.45440793,49.13737178,51.96281672,49.60250556,48.20622504,37.36301661,37.92853057,38.94332945,37.95225322
Cambodia,KHM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,19.76172328,16.90073162,19.3059355,21.32220119,19.3553552,17.8131178,15.68999439,19.82806027,15.51730931,16.05349779,19.71776187,17.05691963,19.3729952,19.98289227,18.49970371,21.70782834,21.80688381,23.80184531
Kiribati,KIR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,96.68036103,96.30434513,95.84044814,96.13912106,97.12131619,96.42111659,83.00760984,80.66021204,74.59828258,63.94714117,91.42417312,94.71844435,88.80543113,82.19873309,82.82766938,85.21582484,79.54342961,75.79733729
St. Kitts and Nevis,KNA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,41.92200601,43.65344942,43.349123,44.12151575,48.11813831,46.98352814,44.77465153,43.42342019,33.88892412,37.32194602,37.58870363,36.99466884,39.16942775,38.04808557,41.67899489,40.27258456,46.08975053,46.60179913
"Korea, Rep.",KOR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,50.32753944,55.6114912,56.16921186,55.66661954,56.35893941,56.68879151,58.61715078,58.57687593,56.90505505,58.81348848,58.99793506,58.26420188,57.43457079,57.67147541,57.22545385,57.3204577,57.57203102,57.37742782
Kuwait,KWT,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,75.94501972,81.34714961,79.7101438,80.2603066,79.7101438,79.85739708,81.0240984,78.70503664,78.19843292,87.11864352,84.64912176,86.16352081,85.00797153,84.57322121,85.94594598,84.10404921,83.95493627,87.3870194
Latin America & Caribbean (excluding high income),LAC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,47.34268104,46.86611631,46.14462422,46.0998284,46.59722429,45.52361759,47.15995225,47.49732617,48.10717959,48.85883637,49.88704173,51.08989045,51.41966705,52.57085908,52.39259281,53.87424813,52.2192563,52.02823718
Lao PDR,LAO,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,28.8425833,30.98994195,27.55243778,24.47424382,22.43295908,27.17383504,21.90361023,18.08647215,18.5498625,33.11112225,20.7324475,18.86988133,21.03191912,29.69613671,29.74750698,35.20909548,32.40105808,35.14730036
Lebanon,LBN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,29.8194319,32.68747926,32.85641968,33.90073776,37.12298572,38.41510713,41.01180136,41.10623002,39.41144645,39.19461668,40.34015238,43.80325675,50.20128489,49.67924654,50.04687905,49.71137643,49.70353246,50.02146363
Liberia,LBR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,18.49733442,24.4470343,18.05725545,16.13708436,8.90025273,6.462929398,9.42421928,8.683215827,18.03767085,10.22833586,8.937402815,16.05599672,9.969763458,4.175785929,8.976854384,11.45109311,14.13078755,17.2045514
Libya,LBY,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,48.70888889,54.47205901,66.91075563,66.24486446,65.78649282,64.65328336,65.35859704,66.52917862,67.65815616,68.7928021,69.93810534,63.29393387,,,,,,
St. Lucia,LCA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,34.41187143,34.90360677,33.95426571,31.34616017,32.91966617,32.98304677,30.42996526,28.11272144,31.53466582,34.64207649,35.93708873,35.14691591,40.58450758,40.23097157,43.80681515,45.66831887,41.73332155,48.95122349
Latin America & Caribbean,LCN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,46.9237253,46.59210482,45.96913238,45.98615391,46.47650276,45.37250568,47.02094337,47.40489438,48.11130139,48.98430352,49.95705485,51.0980865,51.44575807,52.55201999,52.40806655,53.80886238,52.42706422,52.21875064
Least developed countries: UN classification,LDC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,28.83029718,30.74427717,29.05004581,29.17187435,29.02758057,28.875246,28.45709411,28.48117289,28.01757884,27.87996882,24.95018867,24.36976185,25.69008307,24.88793221,24.83491869,24.61868702,23.52732417,23.74336855
Low income,LIC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,27.55282519,32.09660443,30.98902596,31.00860002,29.30234994,29.23670509,26.23316064,25.31633449,24.1534939,22.48731755,21.5252441,20.15833582,21.35699299,20.3543052,19.51735526,19.51765484,22.1622803,23.4080822
Liechtenstein,LIE,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,53.62960696,52.56714821,53.45138311,55.08137941,52.70340443,52.63922215,50.96378326,48.49552214,43.2192266,40.60078561,40.43683708,42.54272282,42.22399592,45.41758597,44.72919703,43.95829439,43.12142134,42.94903576
Lower middle income,LMC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,29.44321576,28.78648294,28.50175055,27.89704365,28.31752611,29.03766199,30.02302028,30.80599687,31.30103372,32.47201006,30.72781093,31.83571367,32.35956539,30.62103132,30.14826518,31.75934496,32.78174748,33.48859654
Low & middle income,LMY,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,40.67967233,40.67262333,40.67957056,41.33919094,42.40482369,42.92295647,44.78174674,46.11892072,47.88480915,49.07999016,49.22921813,50.45958315,51.371333,51.90856998,52.43201932,53.29478688,52.14676881,51.81582511
Lesotho,LSO,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,50.24645925,58.07860494,55.43932915,55.24563193,56.99865222,48.15797806,56.39365315,63.71340156,56.77067041,54.24463749,57.8663528,56.7823112,59.90257263,58.56841803,67.32712388,64.71568942,64.83467817,62.92030215
Late-demographic dividend,LTE,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,42.4432513,43.59782592,45.21249034,46.69439159,47.3707659,48.4477305,49.87252127,51.39197238,53.61515621,54.57286051,54.84051591,55.29092768,56.11033918,56.96810281,57.38353942,58.15635901,56.90970144,55.86734268
Lithuania,LTU,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,67.25762486,70.20483017,72.81419635,74.31563735,62.62944937,60.70670485,62.4314487,65.83148837,70.72185874,71.87563181,71.08982205,70.33172846,66.61579609,65.59049487,66.57397747,66.08771086,65.75756669,65.4578805
Luxembourg,LUX,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,83.22377801,84.02425647,83.94600153,83.84691477,84.4758749,84.12798643,83.75768065,85.33720374,87.63794899,86.69695854,85.91153026,84.30947661,84.17776823,84.15466547,84.42919254,84.78415012,84.83704925,84.85648036
Latvia,LVA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,50.75322986,48.73086214,49.57962334,49.82992411,56.17494583,55.69818616,61.53560281,58.45713019,60.32690406,59.6487999,60.18483639,63.49743009,60.34782529,60.01409292,59.67239738,58.67530704,55.84833026,57.1428597
"Macao SAR, China",MAC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
Morocco,MAR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,24.64476526,26.2765348,27.61739492,27.41946578,27.20920146,25.92174709,36.87304258,40.63193202,40.14347196,43.12371314,39.90460634,41.03374779,42.50144362,44.27557886,40.62820673,41.49453342,42.50612557,42.90533662
Monaco,MCO,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,80.03048897,80.0983727,80.20306826,81.00489974,81.12294674,81.0703516,80.84589839,80.18360138,80.56414723,81.33746386,81.4496398,81.16089106,81.30674362,81.12626672,81.00774288,80.88721037,79.59108353,79.70401049
Moldova,MDA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,48.95384014,45.96244395,47.90952206,45.76902986,59.1727376,52.72468925,49.26407337,51.08501315,48.21476638,42.648229,45.86203098,46.66718245,48.52949083,46.70034945,49.34556186,45.53878307,48.79012406,50.61650276
Madagascar,MDG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,40.34644365,40.46159089,37.75946498,45.15616298,41.4611876,37.5459373,37.06149757,41.99242592,33.68275464,27.73368955,40.14521837,37.78938651,39.4341737,36.13243401,40.35392106,40.59447944,46.07889354,46.88048661
Maldives,MDV,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,33.14654231,32.60015249,29.02598679,31.6912353,30.88129461,33.61713886,36.77692711,47.13236988,55.77034354,57.70219564,52.96121836,46.41235173,48.5301435,52.84802318,62.01890111,72.10314274,72.22909331,71.45578265
Middle East & North Africa,MEA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,54.92888528,56.12315755,55.62198902,55.69621908,54.52619102,54.37831511,56.62238227,55.54050662,54.85698054,56.05674597,53.08093108,54.69133675,54.37136521,57.45969964,60.77406863,58.92941112,58.23268518,57.74926691
Mexico,MEX,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,45.21740675,43.75762045,42.68946648,41.5091902,43.45798194,42.23654568,42.82709062,43.81832182,45.91358006,46.66846991,48.64709675,51.32641196,51.59181952,52.7631402,53.24549675,53.08389068,52.39226818,51.51245594
Marshall Islands,MHL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,50.29487014,48.20601642,43.6368078,41.40503407,37.64964938,25.54526627,19.01025325,39.67767656,32.22498894,33.19111168,28.4620136,38.90131712,40.36210179,43.19392443,38.77931535,37.4369204,39.50566947,37.81840801
Middle income,MIC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,40.92633596,40.82563945,40.87820509,41.55270764,42.67944743,43.20169277,45.15502855,46.52620202,48.33192119,49.5787174,49.71488049,50.93497805,51.8366449,52.35584444,52.93130202,53.81053217,52.57159688,52.19382837
North Macedonia,MKD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,53.12498212,54.38128114,52.69414783,54.99277115,55.75329065,56.98302984,57.09084868,61.48728728,64.5873189,62.67917752,60.57292819,62.23397255,62.51174212,65.64760804,63.89248967,64.94880319,63.65433335,67.35332608
Mali,MLI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,23.53249341,20.69270462,21.98163122,26.92368329,29.58273292,27.22660005,22.58095443,18.54193062,14.20807242,12.68644631,14.31526393,15.33091217,11.06195152,20.5575183,19.89782453,22.3589614,32.03074038,34.93356109
Malta,MLT,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,71.79487348,68.66666675,70.40230036,69.84127164,69.54314709,69.12751794,68.48739386,66.8076098,64.75409865,64.91935253,64.57564831,64.44444656,65.64019322,67.55555272,61.48055196,60.65022349,62.86919713,63.06818128
Myanmar,MMR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,13.1591171,11.26913205,13.91563714,10.20589322,10.88052019,7.291221619,11.94776073,10.04284322,8.106001467,8.662100881,9.840779006,11.95902154,17.21872687,18.87417883,24.18495566,21.99240625,14.04293329,14.80655521
Middle East & North Africa (excluding high income),MNA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,40.60950741,42.05548292,42.89308792,43.19316304,42.99308053,42.71238591,45.80353469,46.22696099,46.76367663,46.58055768,43.15940075,43.92999326,42.06026294,44.54765258,48.97453637,46.79878071,46.95493531,49.28628731
Montenegro,MNE,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,74.27997589,69.25334334,68.76264215,67.93166399,63.89244199,60.51927209,66.44077897,70.71641088,70.62197924,69.54905391,65.37964344,59.4494164,60.75428724,55.60426712,56.62594438,56.3731432,59.33837891,61.68830991
Northern Mariana Islands,MNP,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,74.65820313,66.89606905,56.65541291,52.07166672,53.32220793,48.7529099,48.15263152,40.53980708,26.1772871,14.28173929,13.10850829,9.06002596,26.08776093,29.36292589,33.23223293,31.1904937,29.47271466,29.86361682
Mauritania,MRT,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,13.89354914,15.25065005,21.81223929,19.14159954,19.07026023,24.07730371,25.01664162,26.55430138,29.45407927,28.24784815,27.74211466,30.30716479,33.78233016,37.55914569,35.86392403,38.28025162,39.7443682,38.80102038
Mauritius,MUS,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,53.52764726,53.78347635,52.89987922,52.44576931,54.36269641,48.18607867,44.88021731,41.81178212,35.28038263,37.88377047,44.14370656,41.12767577,44.44336295,41.80386961,45.07291019,41.67557657,44.11245883,42.86723435
Malawi,MWI,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,37.60688603,34.85241234,36.35450602,35.39363444,21.06389999,24.47987795,19.21144426,13.49691749,22.3931089,17.97538996,22.00964093,21.65233046,15.8822462,18.0214867,22.73353934,28.64990234,28.04546356,30.64604104
Malaysia,MYS,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,46.6704756,50.58977604,51.25865936,52.09200382,51.16552114,49.09430444,53.8374424,52.86960602,53.25832963,55.43718338,52.81971097,52.95959711,53.68024111,53.85867953,54.79408503,53.09206247,50.47153831,50.58873296
North America,NAC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,45.49691217,46.35537379,46.28154231,46.22009796,46.6218471,46.84250693,47.84917222,48.01683333,49.0192853,49.81040455,50.18774586,50.29368669,50.15975671,50.51429116,51.52720027,51.72968378,51.27217508,51.33088252
Namibia,NAM,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,49.73880649,51.33990645,52.46585608,52.78065801,48.33776653,44.11876202,40.6716466,43.5233444,41.63545966,38.25065792,41.03062749,40.61917067,40.7145232,44.79461908,44.97701824,41.25162363,45.60810626,46.1430639
New Caledonia,NCL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,,,,,,,,,,,,,,,,,,
Niger,NER,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,21.28073722,21.46059126,22.00350761,19.56093162,20.92206925,30.37098348,32.30729997,26.24364197,28.15191448,26.19684339,26.13132298,26.10781491,24.14341867,30.01208901,28.67515385,20.78802437,24.28881824,33.42612684
Nigeria,NGA,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,18.31479222,26.89140439,21.33314908,18.39930862,25.94121695,25.55648685,21.18176967,19.91349459,17.87425429,15.92125893,13.6043027,14.43568915,16.20215029,14.30348754,13.31774443,16.44574702,13.02093118,14.18325752
Nicaragua,NIC,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,49.21134412,46.53150141,44.32607293,37.81229258,42.60009229,44.24826205,43.03620458,43.19229424,44.89684999,46.88197076,41.89000428,49.34333861,48.14857244,52.35944986,56.25393987,55.59415817,59.91265178,58.08513165
Netherlands,NLD,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,69.03777719,69.62947845,69.97969747,70.16342878,68.5973227,68.42273474,70.13187408,69.25766468,66.59781933,66.68642163,67.26236343,67.31575131,66.77953005,67.30518937,67.64838696,65.06962776,64.81778622,64.39796686
Norway,NOR,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,81.68249726,82.80008435,82.88494349,83.16679001,83.01723599,83.051157,83.34160447,83.701092,84.13493037,84.43603516,84.68054533,84.42307711,84.75522995,85.02293825,85.2889359,85.51459908,85.37945151,85.47305465
Nepal,NPL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,15.51035494,15.32424837,20.12696564,17.12200642,15.98802358,19.06447411,23.90191108,18.46653372,18.62999052,20.41424215,18.12849343,17.89261252,17.51914024,16.34459645,17.2130391,16.63467884,18.5795635,22.34031111
Nauru,NRU,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,80.50529361,73.83975387,70.67874074,80.11723757,80.40623665,89.87303972,87.56669164,69.32120323,54.79863286,52.53565907,57.6890707,54.96065617,45.43304741,55.52309155,57.89785981,54.45688367,68.53867173,71.95443511
New Zealand,NZL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,74.48747158,73.18119407,74.93327856,75.4977107,77.0367682,76.94783211,77.22139955,79.29507494,77.62826681,77.72038579,78.27069163,78.77930403,78.51128578,77.63804197,77.43387222,74.69454408,74.55415726,75.4573822
OECD members,OED,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,59.40428039,59.27881194,59.12810981,59.66772543,60.31728237,60.34478732,60.59611024,61.01552213,62.02101589,62.48424954,62.50595845,63.20829084,62.70112199,62.45061997,62.7211726,61.74823299,61.48542808,61.42716735
Oman,OMN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,81.75173402,82.0284903,83.46998692,82.87300467,81.91400766,82.34389424,80.68894744,81.14011288,78.83358598,81.29703403,82.71356225,81.82298541,82.43119717,87.24064827,89.7659719,89.41586614,88.84050846,87.74276972
Other small states,OSS,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,61.13209974,61.33368047,61.92877261,63.33723614,62.51103214,62.27323861,61.99998557,62.60592745,61.16709192,60.2205634,61.09491847,61.25884833,64.11411395,66.18042502,67.49314058,67.38794507,66.9968522,66.33522232
Pakistan,PAK,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,35.12148857,35.36533415,37.89252937,25.02472699,27.89025903,21.80953026,16.27366692,21.33459002,19.20985281,21.75723612,22.01626748,26.08548999,28.74642909,26.99662447,25.65796971,27.53954828,28.73687446,31.58506453
Panama,PAN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,67.3505187,66.4193213,65.77689052,65.27913809,66.44427776,62.65872717,65.2404964,67.68422127,67.931813,67.81929135,66.60345793,65.31509161,60.52682996,62.2849524,62.0929122,62.44341135,65.59311748,59.9185586
Peru,PER,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,50.25932789,52.7911067,54.97980118,55.39733171,56.05122447,54.05977368,49.3350029,46.96617126,47.19572663,50.23835301,51.48909688,52.14884877,53.56402993,56.10329509,60.57286859,61.92190647,62.76795268,63.35170865
Philippines,PHL,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,44.39829886,40.60162306,37.04242408,36.21556163,35.72317064,33.09892714,32.09132552,31.31670952,30.13813794,30.64958751,31.9024235,26.38143897,26.28685236,26.21487975,27.59074867,31.48732483,31.71128333,31.91047311
Palau,PLW,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,53.12785506,50.80759525,44.66648102,44.05967593,41.82370901,37.38031387,38.01584244,34.6796155,32.3395431,38.77246082,35.35935879,37.45054603,37.09765375,38.46257627,36.53389513,34.44550633,52.27713585,50.62214136
